dataset_name,repeat_id,fold_id,fold,n_expected_folds,estimator,n_train,n_test,n_original_features,n_transformed_features,accuracy,fit_time,predict_time
aps_failure,1,1,5,9,RandomFuzzyRules__n_candidates__100000,50667,25333,170,170,0.9837761023171357,9.988108959980309,0.012797965900972486
aps_failure,1,2,6,9,RandomFuzzyRules__n_candidates__1000,50667,25333,170,170,0.982947144041369,0.1724829061422497,0.02650125208310783
aps_failure,1,2,6,9,RandomFuzzyRules__n_candidates__5000,50667,25333,170,170,0.9832629376702325,0.5372748340014368,0.027068006806075573
aps_failure,1,2,6,9,RandomFuzzyRules__n_candidates__10000,50667,25333,170,170,0.9832629376702325,1.048670698190108,0.02561951195821166
aps_failure,1,2,6,9,RandomFuzzyRules__n_candidates__25000,50667,25333,170,170,0.983578731299096,2.555334640899673,0.025875169085338712
aps_failure,1,2,6,9,RandomFuzzyRules__n_candidates__50000,50667,25333,170,170,0.983578731299096,5.126148471841589,0.024956587934866548
aps_failure,1,2,6,9,RandomFuzzyRules__n_candidates__100000,50667,25333,170,170,0.983578731299096,9.974577774992213,0.02349538099952042
aps_failure,2,0,7,9,RandomFuzzyRules__n_candidates__1000,50666,25334,170,170,0.9831846530354464,0.1540461501572281,0.012319209985435009
aps_failure,2,0,7,9,RandomFuzzyRules__n_candidates__5000,50666,25334,170,170,0.9836977974263835,0.5251684859395027,0.013193381018936634
aps_failure,2,0,7,9,RandomFuzzyRules__n_candidates__10000,50666,25334,170,170,0.9836977974263835,1.0501710411626846,0.012946313945576549
aps_failure,2,0,7,9,RandomFuzzyRules__n_candidates__25000,50666,25334,170,170,0.9837372700718402,2.5422132529783994,0.012561127077788115
aps_failure,2,0,7,9,RandomFuzzyRules__n_candidates__50000,50666,25334,170,170,0.9837372700718402,5.052825005026534,0.012238950002938509
aps_failure,2,0,7,9,RandomFuzzyRules__n_candidates__100000,50666,25334,170,170,0.9837372700718402,9.991879465989769,0.012542187003418803
aps_failure,2,1,8,9,RandomFuzzyRules__n_candidates__1000,50667,25333,170,170,0.982907669837761,0.1594123630784452,0.011573426891118288
aps_failure,2,1,8,9,RandomFuzzyRules__n_candidates__5000,50667,25333,170,170,0.9832629376702325,0.5276750451885164,0.012562768068164587
aps_failure,2,1,8,9,RandomFuzzyRules__n_candidates__10000,50667,25333,170,170,0.9832629376702325,1.051557577913627,0.012545817997306585
aps_failure,2,1,8,9,RandomFuzzyRules__n_candidates__25000,50667,25333,170,170,0.9842103185568232,2.5417753539513797,0.012188900029286742
aps_failure,2,1,8,9,RandomFuzzyRules__n_candidates__50000,50667,25333,170,170,0.9842103185568232,5.153791921911761,0.012125641107559204
aps_failure,2,1,8,9,RandomFuzzyRules__n_candidates__100000,50667,25333,170,170,0.9842103185568232,10.000744977034628,0.012452927883714437
aps_failure,2,2,9,9,RandomFuzzyRules__n_candidates__1000,50667,25333,170,170,0.9828681956341531,0.16948945983313024,0.02703852509148419
aps_failure,2,2,9,9,RandomFuzzyRules__n_candidates__5000,50667,25333,170,170,0.9824339793944658,0.5307482308708131,0.026110415114089847
aps_failure,2,2,9,9,RandomFuzzyRules__n_candidates__10000,50667,25333,170,170,0.9824339793944658,1.0487483751494437,0.025953086093068123
aps_failure,2,2,9,9,RandomFuzzyRules__n_candidates__25000,50667,25333,170,170,0.9834997828918801,2.542390536982566,0.026156543055549264
aps_failure,2,2,9,9,RandomFuzzyRules__n_candidates__50000,50667,25333,170,170,0.9834997828918801,5.109498186968267,0.02486070618033409
aps_failure,2,2,9,9,RandomFuzzyRules__n_candidates__100000,50667,25333,170,170,0.9834997828918801,9.951743357116356,0.023537108907476068
bank_marketing,0,0,1,9,RandomFuzzyRules__n_candidates__1000,30140,15071,13,120,0.893902196270984,0.029476899886503816,0.0033223479986190796
bank_marketing,0,0,1,9,RandomFuzzyRules__n_candidates__5000,30140,15071,13,120,0.8939685488686883,0.09731765394099057,0.0036655738949775696
bank_marketing,0,0,1,9,RandomFuzzyRules__n_candidates__10000,30140,15071,13,120,0.8938358436732798,0.13875379785895348,0.003654934000223875
bank_marketing,0,0,1,9,RandomFuzzyRules__n_candidates__25000,30140,15071,13,120,0.893902196270984,0.32106143701821566,0.0035066548734903336
bank_marketing,0,0,1,9,RandomFuzzyRules__n_candidates__50000,30140,15071,13,120,0.8939685488686883,0.6424848299939185,0.0036803840193897486
bank_marketing,0,0,1,9,RandomFuzzyRules__n_candidates__100000,30140,15071,13,120,0.8939685488686883,1.2812750630546361,0.003670973004773259
bank_marketing,0,1,2,9,RandomFuzzyRules__n_candidates__1000,30141,15070,13,115,0.8936960849369608,0.023043412948027253,0.003178348997607827
bank_marketing,0,1,2,9,RandomFuzzyRules__n_candidates__5000,30141,15070,13,115,0.8935633709356338,0.07746876892633736,0.0035353258717805147
bank_marketing,0,1,2,9,RandomFuzzyRules__n_candidates__10000,30141,15070,13,115,0.8935633709356338,0.14231280097737908,0.003387256059795618
bank_marketing,0,1,2,9,RandomFuzzyRules__n_candidates__25000,30141,15070,13,115,0.8938951559389515,0.32060243003070354,0.0032396679744124413
bank_marketing,0,1,2,9,RandomFuzzyRules__n_candidates__50000,30141,15070,13,115,0.8937624419376244,0.6411001300439239,0.0035296150017529726
bank_marketing,0,1,2,9,RandomFuzzyRules__n_candidates__100000,30141,15070,13,115,0.8937624419376244,1.2851754408329725,0.0034458960872143507
bank_marketing,0,2,3,9,RandomFuzzyRules__n_candidates__1000,30141,15070,13,120,0.8909754479097545,0.024403769988566637,0.0033992661628872156
