dataset_id,dataset_name,estimator,accuracy,fit_time,completed_folds
277,Thoracic Surgery Data,RandomFuzzyRules__n_candidates__10000,0.8446808510638298,0.04718523999908934,10
277,Thoracic Surgery Data,RandomFuzzyRules__n_candidates__100000,0.8425531914893616,0.4294671500014374,10
277,Thoracic Surgery Data,RandomFuzzyRules__n_candidates__25000,0.8382978723404255,0.1165480699986801,10
277,Thoracic Surgery Data,RandomFuzzyRules__n_candidates__5000,0.8404255319148936,0.0240661499992711,10
277,Thoracic Surgery Data,RandomFuzzyRules__n_candidates__50000,0.8404255319148936,0.24666597000032192,10
327,Phishing Websites,RandomFuzzyRules__n_candidates__1000,0.8895533208414816,0.05810267999768252,10
327,Phishing Websites,RandomFuzzyRules__n_candidates__10000,0.8920852937085252,0.4867953899956774,10
327,Phishing Websites,RandomFuzzyRules__n_candidates__100000,0.9062868107320824,4.26620315000182,10
327,Phishing Websites,RandomFuzzyRules__n_candidates__25000,0.9062868107320824,1.2327412200029357,10
327,Phishing Websites,RandomFuzzyRules__n_candidates__5000,0.8920852937085252,0.23925224000122394,10
327,Phishing Websites,RandomFuzzyRules__n_candidates__50000,0.9062868107320824,2.1032542700006163,10
329,Diabetic Retinopathy Debrecen,RandomFuzzyRules__n_candidates__1000,0.5820839580209896,0.00945174999942533,10
329,Diabetic Retinopathy Debrecen,RandomFuzzyRules__n_candidates__10000,0.600352323838081,0.06784267000184621,10
329,Diabetic Retinopathy Debrecen,RandomFuzzyRules__n_candidates__100000,0.6220764617691155,0.6978098400009912,10
329,Diabetic Retinopathy Debrecen,RandomFuzzyRules__n_candidates__25000,0.615119940029985,0.17165459999960145,10
329,Diabetic Retinopathy Debrecen,RandomFuzzyRules__n_candidates__5000,0.5907871064467767,0.034167439996963325,10
329,Diabetic Retinopathy Debrecen,RandomFuzzyRules__n_candidates__50000,0.6125112443778111,0.361708340003679,10
451,Breast Cancer Coimbra,RandomFuzzyRules__n_candidates__1000,0.5621212121212121,0.00534390000248091,10
451,Breast Cancer Coimbra,RandomFuzzyRules__n_candidates__10000,0.6454545454545454,0.044620820002455694,10
451,Breast Cancer Coimbra,RandomFuzzyRules__n_candidates__100000,0.8303030303030303,0.4299954599977355,10
451,Breast Cancer Coimbra,RandomFuzzyRules__n_candidates__25000,0.6454545454545454,0.11445183999749128,10
451,Breast Cancer Coimbra,RandomFuzzyRules__n_candidates__5000,0.6727272727272727,0.022803100000601213,10
451,Breast Cancer Coimbra,RandomFuzzyRules__n_candidates__50000,0.8136363636363637,0.23545775999955368,10
519,Heart Failure Clinical Records,RandomFuzzyRules__n_candidates__1000,0.8326436781609197,0.00570034999982448,10
519,Heart Failure Clinical Records,RandomFuzzyRules__n_candidates__10000,0.8327586206896551,0.04866894000006135,10
519,Heart Failure Clinical Records,RandomFuzzyRules__n_candidates__100000,0.859425287356322,0.44069570000137903,10
519,Heart Failure Clinical Records,RandomFuzzyRules__n_candidates__25000,0.8294252873563218,0.11566753999941279,10
519,Heart Failure Clinical Records,RandomFuzzyRules__n_candidates__5000,0.8327586206896551,0.02382193999801525,10
519,Heart Failure Clinical Records,RandomFuzzyRules__n_candidates__50000,0.859425287356322,0.2393413700017845,10
529,Early Stage Diabetes Risk Prediction,RandomFuzzyRules__n_candidates__1000,0.8865384615384617,0.00593371000140901,10
529,Early Stage Diabetes Risk Prediction,RandomFuzzyRules__n_candidates__10000,0.8865384615384617,0.04604947999905556,10
529,Early Stage Diabetes Risk Prediction,RandomFuzzyRules__n_candidates__100000,0.8788461538461538,0.43111061000090556,10
529,Early Stage Diabetes Risk Prediction,RandomFuzzyRules__n_candidates__25000,0.8865384615384615,0.11734602999786145,10
529,Early Stage Diabetes Risk Prediction,RandomFuzzyRules__n_candidates__5000,0.8865384615384617,0.02320462000061521,10
529,Early Stage Diabetes Risk Prediction,RandomFuzzyRules__n_candidates__50000,0.8865384615384617,0.23012464999774235,10
